0,1,2,3,4,5,6,7
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743523}","{'n': 'uplink', 'u': 'count', 'v': 11359}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -69}","{'n': 'snr', 'u': 'dB', 'v': 7.5}","{'n': 'payload_raw', 'vs': '815f15500807000100cb70000060091b000100001bd1e1636f'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743543}","{'n': 'uplink', 'u': 'count', 'v': 11361}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 8.5}","{'n': 'payload_raw', 'vs': '816158500807000100cb7000005441e2ff00000600050004000500db020800000001000000050005000400f6ff4400080000000100000005000500040007006d02faff0000010003b50e000029d1e16360091b000100002fd1e16376'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743562}","{'n': 'uplink', 'u': 'count', 'v': 11363}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 7.2}","{'n': 'payload_raw', 'vs': '8163155008070001008c70000060091b0001000042d1e163b4'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743588}","{'n': 'uplink', 'u': 'count', 'v': 11366}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 8.5}","{'n': 'payload_raw', 'vs': '816615500807000100cb70000060091b0001000060d1e163d7'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743623}","{'n': 'uplink', 'u': 'count', 'v': 11369}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -69}","{'n': 'snr', 'u': 'dB', 'v': 9.8}","{'n': 'payload_raw', 'vs': '8169155008070001008c70000060091b000100007fd1e163e3'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743742}","{'n': 'uplink', 'u': 'count', 'v': 11381}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 11.2}","{'n': 'payload_raw', 'vs': '817515500807000100cb70000060091b00010000f5d1e163cf'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743762}","{'n': 'uplink', 'u': 'count', 'v': 11383}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 9}","{'n': 'payload_raw', 'vs': '817715500807000100cb70000060091b0001000009d2e16399'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743806}","{'n': 'uplink', 'u': 'count', 'v': 11388}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 9}","{'n': 'payload_raw', 'vs': '817c58500807000100cb7000005441e2ff00000500050004000d0084020400000000000000070005000400f6ff47000a000000020000000700050004000600ea02fbff0000020003be0e000037d2e16360091b000100003ad2e163ca'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743840}","{'n': 'uplink', 'u': 'count', 'v': 11391}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -69}","{'n': 'snr', 'u': 'dB', 'v': 10.2}","{'n': 'payload_raw', 'vs': '817f58500807000100cb7000005441e2ff00000600050004000c0061020c00000002000000050005000400faff170008000000010000000500050004000e009302fcff0000010003bf0e000055d2e16360091b0001000057d2e16389'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743933}","{'n': 'uplink', 'u': 'count', 'v': 11401}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 11}","{'n': 'payload_raw', 'vs': '8189155008070001008c70000060091b00010000b9d2e16380'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743943}","{'n': 'uplink', 'u': 'count', 'v': 11402}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 9.2}","{'n': 'payload_raw', 'vs': '818a15500807000100cb70000060091b00010000c3d2e163af'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743979}","{'n': 'uplink', 'u': 'count', 'v': 11405}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 7}","{'n': 'payload_raw', 'vs': '818d155008070001008c70000060091b00010000e2d2e163f6'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675744029}","{'n': 'uplink', 'u': 'count', 'v': 11410}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 9.2}","{'n': 'payload_raw', 'vs': '8192155008070001008c70000060091b0001000015d3e163fc'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743193}","{'n': 'uplink', 'u': 'count', 'v': 11326}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 9.2}","{'n': 'payload_raw', 'vs': '813e15500807000100cb70000060091b00010000d5cfe1638f'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743208}","{'n': 'uplink', 'u': 'count', 'v': 11327}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 8.8}","{'n': 'payload_raw', 'vs': '813f58500807000100cb7000005441e2ff000006000500040014008702010000000100000005000500040006005e0002000000010000000700050004000300770200000000020003aa0e0000dfcfe16360091b00010000e0cfe163fc'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743228}","{'n': 'uplink', 'u': 'count', 'v': 11329}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -69}","{'n': 'snr', 'u': 'dB', 'v': 10}","{'n': 'payload_raw', 'vs': '814115500807000100cb70000060091b00010000f3cfe16335'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743239}","{'n': 'uplink', 'u': 'count', 'v': 11330}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 8.8}","{'n': 'payload_raw', 'vs': '814258500807000100cb7000005441e2ff000006000500040000006402feff0000010000000500050004000200a400040000000100000004000500040009005e0202000000010003ab0e0000fdcfe16360091b00010000fecfe16329'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743336}","{'n': 'uplink', 'u': 'count', 'v': 11340}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -69}","{'n': 'snr', 'u': 'dB', 'v': 10}","{'n': 'payload_raw', 'vs': '814c58500807000100cb7000005441e2ff0000060005000400f9ff9a020500000002000000060005000400faff71000b000000010000000500050004000d009a0200000000010003ae0e000057d0e16360091b0001000060d0e163c5'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743351}","{'n': 'uplink', 'u': 'count', 'v': 11342}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 10}","{'n': 'payload_raw', 'vs': '814e15500807000100cb70000060091b0001000073d0e163e1'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743435}","{'n': 'uplink', 'u': 'count', 'v': 11350}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -69}","{'n': 'snr', 'u': 'dB', 'v': 10.8}","{'n': 'payload_raw', 'vs': '815615500807000100cb70000060091b00010000c2d0e1636f'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743495}","{'n': 'uplink', 'u': 'count', 'v': 11356}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 10}","{'n': 'payload_raw', 'vs': '815c15500807000100cb70000060091b00010000fed0e1632e'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743500}","{'n': 'uplink', 'u': 'count', 'v': 11357}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 9}","{'n': 'payload_raw', 'vs': '815d15500807000100cb70000060091b0001000008d1e16332'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743523}","{'n': 'uplink', 'u': 'count', 'v': 11359}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -69}","{'n': 'snr', 'u': 'dB', 'v': 7.5}","{'n': 'payload_raw', 'vs': '815f15500807000100cb70000060091b000100001bd1e1636f'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743543}","{'n': 'uplink', 'u': 'count', 'v': 11361}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 8.5}","{'n': 'payload_raw', 'vs': '816158500807000100cb7000005441e2ff00000600050004000500db020800000001000000050005000400f6ff4400080000000100000005000500040007006d02faff0000010003b50e000029d1e16360091b000100002fd1e16376'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743562}","{'n': 'uplink', 'u': 'count', 'v': 11363}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 7.2}","{'n': 'payload_raw', 'vs': '8163155008070001008c70000060091b0001000042d1e163b4'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743588}","{'n': 'uplink', 'u': 'count', 'v': 11366}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 8.5}","{'n': 'payload_raw', 'vs': '816615500807000100cb70000060091b0001000060d1e163d7'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743623}","{'n': 'uplink', 'u': 'count', 'v': 11369}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -69}","{'n': 'snr', 'u': 'dB', 'v': 9.8}","{'n': 'payload_raw', 'vs': '8169155008070001008c70000060091b000100007fd1e163e3'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743742}","{'n': 'uplink', 'u': 'count', 'v': 11381}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 11.2}","{'n': 'payload_raw', 'vs': '817515500807000100cb70000060091b00010000f5d1e163cf'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743762}","{'n': 'uplink', 'u': 'count', 'v': 11383}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 9}","{'n': 'payload_raw', 'vs': '817715500807000100cb70000060091b0001000009d2e16399'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743806}","{'n': 'uplink', 'u': 'count', 'v': 11388}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 9}","{'n': 'payload_raw', 'vs': '817c58500807000100cb7000005441e2ff00000500050004000d0084020400000000000000070005000400f6ff47000a000000020000000700050004000600ea02fbff0000020003be0e000037d2e16360091b000100003ad2e163ca'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743840}","{'n': 'uplink', 'u': 'count', 'v': 11391}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -69}","{'n': 'snr', 'u': 'dB', 'v': 10.2}","{'n': 'payload_raw', 'vs': '817f58500807000100cb7000005441e2ff00000600050004000c0061020c00000002000000050005000400faff170008000000010000000500050004000e009302fcff0000010003bf0e000055d2e16360091b0001000057d2e16389'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743933}","{'n': 'uplink', 'u': 'count', 'v': 11401}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 11}","{'n': 'payload_raw', 'vs': '8189155008070001008c70000060091b00010000b9d2e16380'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743943}","{'n': 'uplink', 'u': 'count', 'v': 11402}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 9.2}","{'n': 'payload_raw', 'vs': '818a15500807000100cb70000060091b00010000c3d2e163af'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743979}","{'n': 'uplink', 'u': 'count', 'v': 11405}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 7}","{'n': 'payload_raw', 'vs': '818d155008070001008c70000060091b00010000e2d2e163f6'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675744029}","{'n': 'uplink', 'u': 'count', 'v': 11410}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 9.2}","{'n': 'payload_raw', 'vs': '8192155008070001008c70000060091b0001000015d3e163fc'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743193}","{'n': 'uplink', 'u': 'count', 'v': 11326}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 9.2}","{'n': 'payload_raw', 'vs': '813e15500807000100cb70000060091b00010000d5cfe1638f'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743208}","{'n': 'uplink', 'u': 'count', 'v': 11327}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 8.8}","{'n': 'payload_raw', 'vs': '813f58500807000100cb7000005441e2ff000006000500040014008702010000000100000005000500040006005e0002000000010000000700050004000300770200000000020003aa0e0000dfcfe16360091b00010000e0cfe163fc'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743228}","{'n': 'uplink', 'u': 'count', 'v': 11329}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -69}","{'n': 'snr', 'u': 'dB', 'v': 10}","{'n': 'payload_raw', 'vs': '814115500807000100cb70000060091b00010000f3cfe16335'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743239}","{'n': 'uplink', 'u': 'count', 'v': 11330}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 8.8}","{'n': 'payload_raw', 'vs': '814258500807000100cb7000005441e2ff000006000500040000006402feff0000010000000500050004000200a400040000000100000004000500040009005e0202000000010003ab0e0000fdcfe16360091b00010000fecfe16329'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743336}","{'n': 'uplink', 'u': 'count', 'v': 11340}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -69}","{'n': 'snr', 'u': 'dB', 'v': 10}","{'n': 'payload_raw', 'vs': '814c58500807000100cb7000005441e2ff0000060005000400f9ff9a020500000002000000060005000400faff71000b000000010000000500050004000d009a0200000000010003ae0e000057d0e16360091b0001000060d0e163c5'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743351}","{'n': 'uplink', 'u': 'count', 'v': 11342}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 10}","{'n': 'payload_raw', 'vs': '814e15500807000100cb70000060091b0001000073d0e163e1'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743435}","{'n': 'uplink', 'u': 'count', 'v': 11350}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -69}","{'n': 'snr', 'u': 'dB', 'v': 10.8}","{'n': 'payload_raw', 'vs': '815615500807000100cb70000060091b00010000c2d0e1636f'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743495}","{'n': 'uplink', 'u': 'count', 'v': 11356}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 10}","{'n': 'payload_raw', 'vs': '815c15500807000100cb70000060091b00010000fed0e1632e'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743500}","{'n': 'uplink', 'u': 'count', 'v': 11357}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 9}","{'n': 'payload_raw', 'vs': '815d15500807000100cb70000060091b0001000008d1e16332'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743523}","{'n': 'uplink', 'u': 'count', 'v': 11359}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -69}","{'n': 'snr', 'u': 'dB', 'v': 7.5}","{'n': 'payload_raw', 'vs': '815f15500807000100cb70000060091b000100001bd1e1636f'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743543}","{'n': 'uplink', 'u': 'count', 'v': 11361}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 8.5}","{'n': 'payload_raw', 'vs': '816158500807000100cb7000005441e2ff00000600050004000500db020800000001000000050005000400f6ff4400080000000100000005000500040007006d02faff0000010003b50e000029d1e16360091b000100002fd1e16376'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743562}","{'n': 'uplink', 'u': 'count', 'v': 11363}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 7.2}","{'n': 'payload_raw', 'vs': '8163155008070001008c70000060091b0001000042d1e163b4'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743588}","{'n': 'uplink', 'u': 'count', 'v': 11366}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 8.5}","{'n': 'payload_raw', 'vs': '816615500807000100cb70000060091b0001000060d1e163d7'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743623}","{'n': 'uplink', 'u': 'count', 'v': 11369}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -69}","{'n': 'snr', 'u': 'dB', 'v': 9.8}","{'n': 'payload_raw', 'vs': '8169155008070001008c70000060091b000100007fd1e163e3'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743742}","{'n': 'uplink', 'u': 'count', 'v': 11381}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 11.2}","{'n': 'payload_raw', 'vs': '817515500807000100cb70000060091b00010000f5d1e163cf'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743762}","{'n': 'uplink', 'u': 'count', 'v': 11383}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 9}","{'n': 'payload_raw', 'vs': '817715500807000100cb70000060091b0001000009d2e16399'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743806}","{'n': 'uplink', 'u': 'count', 'v': 11388}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 9}","{'n': 'payload_raw', 'vs': '817c58500807000100cb7000005441e2ff00000500050004000d0084020400000000000000070005000400f6ff47000a000000020000000700050004000600ea02fbff0000020003be0e000037d2e16360091b000100003ad2e163ca'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743840}","{'n': 'uplink', 'u': 'count', 'v': 11391}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -69}","{'n': 'snr', 'u': 'dB', 'v': 10.2}","{'n': 'payload_raw', 'vs': '817f58500807000100cb7000005441e2ff00000600050004000c0061020c00000002000000050005000400faff170008000000010000000500050004000e009302fcff0000010003bf0e000055d2e16360091b0001000057d2e16389'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675743933}","{'n': 'uplink', 'u': 'count', 'v': 11401}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -67}","{'n': 'snr', 'u': 'dB', 'v': 11}","{'n': 'payload_raw', 'vs': '8189155008070001008c70000060091b00010000b9d2e16380'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
