0,1,2,3,4,5,6,7
"{'bn': '74FE48FFFF6D8845', 'bt': 1675719758}","{'n': 'uplink', 'u': 'count', 'v': 8959}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 7.5}","{'n': 'payload_raw', 'vs': '81ff58500807000100b97300005441e2ff000007000500040003005e02ffff000002000000060005000400f4ffb400ffff000001000000060005000400faff8302f5ff00000200039c0b00003b74e16360091b000100004474e1632a'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675719839}","{'n': 'uplink', 'u': 'count', 'v': 8967}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 7.2}","{'n': 'payload_raw', 'vs': '810715500807000100b973000060091b000100009474e16361'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675719877}","{'n': 'uplink', 'u': 'count', 'v': 8971}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 10}","{'n': 'payload_raw', 'vs': '810b58500807000100b97300005441e2ff000006000500040011006502fdff000001000000060005000400f7ff5d000200000002000000070005000400fcff5e02fdff0000020003a00b0000b374e16360091b00010000bb74e1637b'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675719933}","{'n': 'uplink', 'u': 'count', 'v': 8977}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 8.5}","{'n': 'payload_raw', 'vs': '8111585008070001007a7300005441e2ff00000500050004000c00df020000000001000000050005000400f6ff5e00feff00000100000005000500040000004902f8ff0000010003a20b0000ef74e16360091b00010000f774e1639c'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675719948}","{'n': 'uplink', 'u': 'count', 'v': 8978}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 9.5}","{'n': 'payload_raw', 'vs': '8112155008070001007a73000060091b000100000275e16372'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675719980}","{'n': 'uplink', 'u': 'count', 'v': 8981}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 9.8}","{'n': 'payload_raw', 'vs': '8115155008070001007a73000060091b000100002175e16386'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675720051}","{'n': 'uplink', 'u': 'count', 'v': 8988}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -64}","{'n': 'snr', 'u': 'dB', 'v': 8.5}","{'n': 'payload_raw', 'vs': '811c585008070001007a7300005441e2ff00000700050004000600be020600000002000000040005000400f3ff7c00ffff000001000000050005000400fcff5302fdff0000010003a60b00006775e16360091b000100006875e16387'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675720076}","{'n': 'uplink', 'u': 'count', 'v': 8991}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -63}","{'n': 'snr', 'u': 'dB', 'v': 9}","{'n': 'payload_raw', 'vs': '811f585008070001007a7300005441e2ff000008000500040003009102faff00000200000007000500040001002d00f7ff000002000000050005000400ffff7002fbff0000010003a70b00008575e16360091b000100008675e1639c'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675720091}","{'n': 'uplink', 'u': 'count', 'v': 8992}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -64}","{'n': 'snr', 'u': 'dB', 'v': 9}","{'n': 'payload_raw', 'vs': '8120155008070001007a73000060091b000100009075e16308'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675720101}","{'n': 'uplink', 'u': 'count', 'v': 8993}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -63}","{'n': 'snr', 'u': 'dB', 'v': 9.8}","{'n': 'payload_raw', 'vs': '8121155008070001007a73000060091b000100009a75e16394'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675720130}","{'n': 'uplink', 'u': 'count', 'v': 8996}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 10.2}","{'n': 'payload_raw', 'vs': '8124155008070001007a73000060091b00010000b775e163a4'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675720136}","{'n': 'uplink', 'u': 'count', 'v': 8997}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 8}","{'n': 'payload_raw', 'vs': '8125585008070001007a7300005441e2ff00000600050004001700a2020000000001000000060005000400fbff2e000600000001000000070005000400f8ff5f02feff0000020003a90b0000c175e16360091b00010000c275e1632c'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675720159}","{'n': 'uplink', 'u': 'count', 'v': 8999}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 7.8}","{'n': 'payload_raw', 'vs': '8127155008070001007a73000060091b00010000d475e163cb'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675720173}","{'n': 'uplink', 'u': 'count', 'v': 9001}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 10.5}","{'n': 'payload_raw', 'vs': '8129585008070001003c7300005441e2ff000005000500040002006f02faff000001000000050005000400edffe5000200000001000000060005000400f7ff8f02f5ff0000010003aa0b0000df75e16360091b00010000e775e1633b'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675720182}","{'n': 'uplink', 'u': 'count', 'v': 9002}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 10}","{'n': 'payload_raw', 'vs': '812a155008070001003c73000060091b00010000f075e16369'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675720349}","{'n': 'uplink', 'u': 'count', 'v': 9019}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 8.2}","{'n': 'payload_raw', 'vs': '813b585008070001003c7300005441e2ff00000400040003000500a9020600000001000000090005000400fdff7100ffff00000300000005000500040003008302faff0000010003b00b00009376e16360091b000100009776e163d6'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675720363}","{'n': 'uplink', 'u': 'count', 'v': 9020}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 10}","{'n': 'payload_raw', 'vs': '813c155008070001003c73000060091b00010000a176e1633e'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675720416}","{'n': 'uplink', 'u': 'count', 'v': 9026}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -63}","{'n': 'snr', 'u': 'dB', 'v': 10}","{'n': 'payload_raw', 'vs': '8142155008070001003c73000060091b00010000da76e16386'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675720425}","{'n': 'uplink', 'u': 'count', 'v': 9027}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -64}","{'n': 'snr', 'u': 'dB', 'v': 9}","{'n': 'payload_raw', 'vs': '8143155008070001003c73000060091b00010000e376e16389'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675720448}","{'n': 'uplink', 'u': 'count', 'v': 9029}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 8.8}","{'n': 'payload_raw', 'vs': '814558500807000100fd7200005441e2ff00000500050004001300ba02f9ff000001000000050005000400f9ffc3000000000001000000060005000400feff4a02ffff0000010003b30b0000ed76e16360091b00010000f576e16371'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675720502}","{'n': 'uplink', 'u': 'count', 'v': 9035}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 8}","{'n': 'payload_raw', 'vs': '814b58500807000100fd7200005441e2ff000008000500040013008302feff00000200000005000500040006002f00030000000100000007000500040009005f02f5ff0000020003b50b00002977e16360091b000100003077e1634a'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675720516}","{'n': 'uplink', 'u': 'count', 'v': 9036}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 11}","{'n': 'payload_raw', 'vs': '814c15500807000100fd72000060091b000100003a77e1635b'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675720521}","{'n': 'uplink', 'u': 'count', 'v': 9037}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 9.2}","{'n': 'payload_raw', 'vs': '814d15500807000100fd72000060091b000100004377e163cf'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675720584}","{'n': 'uplink', 'u': 'count', 'v': 9043}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 10}","{'n': 'payload_raw', 'vs': '815315500807000100fd72000060091b000100007d77e163a2'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675720704}","{'n': 'uplink', 'u': 'count', 'v': 9055}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -64}","{'n': 'snr', 'u': 'dB', 'v': 8.8}","{'n': 'payload_raw', 'vs': '815f15500807000100bf72000060091b00010000f577e163cd'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675720867}","{'n': 'uplink', 'u': 'count', 'v': 9072}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 11.5}","{'n': 'payload_raw', 'vs': '817015500807000100bf72000060091b000100009d78e1636f'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675720901}","{'n': 'uplink', 'u': 'count', 'v': 9075}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -64}","{'n': 'snr', 'u': 'dB', 'v': 9.5}","{'n': 'payload_raw', 'vs': '817315500807000100bf72000060091b00010000bb78e163d5'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675720931}","{'n': 'uplink', 'u': 'count', 'v': 9078}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 7.5}","{'n': 'payload_raw', 'vs': '817615500807000100bf72000060091b00010000d878e163ba'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675720946}","{'n': 'uplink', 'u': 'count', 'v': 9080}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 10.5}","{'n': 'payload_raw', 'vs': '817858500807000100bf7200005441e2ff00000600050004001500b0020200000002000000060005000400feff5c000100000002000000060005000400ffff710200000000010003c40b0000eb78e16360091b00010000ec78e16355'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675720978}","{'n': 'uplink', 'u': 'count', 'v': 9083}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 8.2}","{'n': 'payload_raw', 'vs': '817b58500807000100bf7200005441e2ff000006000500040014000403feff0000010000000700050004000000d800f9ff0000020000000600050004000800210302000000020003c50b00000979e16360091b000100000c79e163f6'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675720996}","{'n': 'uplink', 'u': 'count', 'v': 9085}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 9.5}","{'n': 'payload_raw', 'vs': '817d15500807000100fd72000060091b000100001e79e163e1'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675721016}","{'n': 'uplink', 'u': 'count', 'v': 9087}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 8.8}","{'n': 'payload_raw', 'vs': '817f15500807000100fd72000060091b000100003279e163c7'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675721051}","{'n': 'uplink', 'u': 'count', 'v': 9090}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 9.5}","{'n': 'payload_raw', 'vs': '818215500807000100fd72000060091b000100005079e163be'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675721131}","{'n': 'uplink', 'u': 'count', 'v': 9098}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 9}","{'n': 'payload_raw', 'vs': '818a58500807000100fd7200005441e2ff00000500050004000f00d7020200000001000000040005000400f1ff90000200000001000000080005000400f6ff4c02fcff0000030003ca0b00009f79e16360091b00010000a079e16378'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675721175}","{'n': 'uplink', 'u': 'count', 'v': 9103}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 9.5}","{'n': 'payload_raw', 'vs': '818f15500807000100bf72000060091b00010000d179e16377'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675721185}","{'n': 'uplink', 'u': 'count', 'v': 9104}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 9.2}","{'n': 'payload_raw', 'vs': '819015500807000100fd72000060091b00010000db79e16305'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675721221}","{'n': 'uplink', 'u': 'count', 'v': 9107}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -63}","{'n': 'snr', 'u': 'dB', 'v': 8.5}","{'n': 'payload_raw', 'vs': '819358500807000100fd7200005441e2ff00000500050004000d009a02fdff000001000000050005000400010076000c0000000100000007000700050001005402fcff0000020003cd0b0000f979e16360091b00010000fa79e16397'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675721231}","{'n': 'uplink', 'u': 'count', 'v': 9108}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -64}","{'n': 'snr', 'u': 'dB', 'v': 9.5}","{'n': 'payload_raw', 'vs': '819415500807000100fd72000060091b00010000057ae163b1'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675721240}","{'n': 'uplink', 'u': 'count', 'v': 9109}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 10.5}","{'n': 'payload_raw', 'vs': '819515500807000100fd72000060091b000100000e7ae1633b'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675721340}","{'n': 'uplink', 'u': 'count', 'v': 9119}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -64}","{'n': 'snr', 'u': 'dB', 'v': 7}","{'n': 'payload_raw', 'vs': '819f58500807000100fd7200005441e2ff000007000500040004008f02ffff000002000000050005000400faff1700f6ff0000010000000600050004000200b00200000000010003d10b0000717ae16360091b00010000727ae16350'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675721370}","{'n': 'uplink', 'u': 'count', 'v': 9122}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 9.5}","{'n': 'payload_raw', 'vs': '81a258500807000100fd7200005441e2ff0000060005000400fcff6b02f2ff000002000000060005000400fbffc8010000000002000000060005000400f3ffe702fcff0000010003d20b00008f7ae16360091b00010000907ae163bf'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675721386}","{'n': 'uplink', 'u': 'count', 'v': 9124}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -63}","{'n': 'snr', 'u': 'dB', 'v': 8.8}","{'n': 'payload_raw', 'vs': '81a415500807000100fd72000060091b00010000a47ae16358'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675721410}","{'n': 'uplink', 'u': 'count', 'v': 9126}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -64}","{'n': 'snr', 'u': 'dB', 'v': 9.2}","{'n': 'payload_raw', 'vs': '81a615500807000100fd72000060091b00010000b77ae16305'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675721475}","{'n': 'uplink', 'u': 'count', 'v': 9133}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -64}","{'n': 'snr', 'u': 'dB', 'v': 7.2}","{'n': 'payload_raw', 'vs': '81ad15500807000100fd72000060091b00010000fd7ae16302'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675721517}","{'n': 'uplink', 'u': 'count', 'v': 9137}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -64}","{'n': 'snr', 'u': 'dB', 'v': 10.5}","{'n': 'payload_raw', 'vs': '81b158500807000100fd7200005441e2ff000006000500040016009c02f7ff000001000000070005000400faff000000000000020000000600050004000600b102f7ff0000010003d70b0000257be16360091b00010000277be1638d'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675721532}","{'n': 'uplink', 'u': 'count', 'v': 9138}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -65}","{'n': 'snr', 'u': 'dB', 'v': 9}","{'n': 'payload_raw', 'vs': '81b215500807000100fd72000060091b00010000317be1632b'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675721560}","{'n': 'uplink', 'u': 'count', 'v': 9141}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 9.2}","{'n': 'payload_raw', 'vs': '81b515500807000100fd72000060091b000100004e7be163cb'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675721661}","{'n': 'uplink', 'u': 'count', 'v': 9151}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 8.8}","{'n': 'payload_raw', 'vs': '81bf15500807000100fd72000060091b00010000b27be16320'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675721689}","{'n': 'uplink', 'u': 'count', 'v': 9154}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -64}","{'n': 'snr', 'u': 'dB', 'v': 9.8}","{'n': 'payload_raw', 'vs': '81c215500807000100fd72000060091b00010000cf7be163ec'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675721694}","{'n': 'uplink', 'u': 'count', 'v': 9155}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 10.8}","{'n': 'payload_raw', 'vs': '81c315500807000100fd72000060091b00010000d87be163e9'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675721754}","{'n': 'uplink', 'u': 'count', 'v': 9161}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -62}","{'n': 'snr', 'u': 'dB', 'v': 9.8}","{'n': 'payload_raw', 'vs': '81c915500807000100fd72000060091b00010000147ce163bd'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675721769}","{'n': 'uplink', 'u': 'count', 'v': 9162}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -64}","{'n': 'snr', 'u': 'dB', 'v': 9}","{'n': 'payload_raw', 'vs': '81ca58500807000100fd7200005441e2ff000005000500040015008702ffff000001000000070005000400f8fffb00fcff00000200000007000500040004004c02faff0000020003df0b0000157ce16360091b000100001e7ce1633c'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675721789}","{'n': 'uplink', 'u': 'count', 'v': 9164}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -64}","{'n': 'snr', 'u': 'dB', 'v': 9}","{'n': 'payload_raw', 'vs': '81cc15500807000100fd72000060091b00010000327ce16307'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
"{'bn': '74FE48FFFF6D8845', 'bt': 1675721839}","{'n': 'uplink', 'u': 'count', 'v': 9169}","{'n': 'activation_mode', 'vs': 'ABP'}","{'n': 'datarate', 'vs': 'SF7BW125'}","{'n': 'rssi', 'u': 'dBW', 'v': -66}","{'n': 'snr', 'u': 'dB', 'v': 9.2}","{'n': 'payload_raw', 'vs': '81d115500807000100fd72000060091b00010000647ce1638f'}","{'n': 'gateway', 'vs': 'F8033202DFA10000'}"
